Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;;Chrom.1;
UV 1_280;;Conc B;;Injection;;Run Log;;Fraction;;UV 1_280_CUT_TEMP@100,BASEM;;Cond;
ml;mAU;ml;%;ml;Injection;ml;Logbook;ml;Fraction;ml;mAU;ml;mS/cm
-23.871408;26.288969;-18.598278;0;;;;;;;1.318226;0.017992;-23.871408;0.014798
-23.863171;26.346642;-18.557081;0;;;;;;;1.326464;0.0181;-23.863171;0.014877
-23.854931;26.377569;-18.515884;0;;;;;;;1.334703;0.018208;-23.854931;0.014931
-23.846693;26.37693;-18.474689;0;;;;;;;1.342941;0.015723;-23.846693;0.014955
-23.838453;26.341679;-18.433495;0;;;;;;;1.351181;0.015873;-23.838453;0.014984
-23.830215;26.281382;-18.392298;0;;;;;;;1.359419;0.015106;-23.830215;0.015001
-23.821976;26.18964;-18.351101;0;;;;;;;1.367659;0.014544;-23.821976;0.015039
-23.813736;26.066093;-18.309906;0;;;;;;;1.375898;0.015546;-23.813736;0.015053
-23.805498;25.918831;-18.268709;0;;;;;;;1.384136;0.017452;-23.805498;0.015122
-23.797258;25.75139;-18.227512;0;;;;;;;1.392376;0.015769;-23.797258;0.015183
-23.789021;25.564489;-18.186317;0;;;;;;;1.400614;0.01529;-23.789021;0.015232
-23.780781;25.358044;-18.145123;0;;;;;;;1.408854;0.015323;-23.780781;0.015275
-23.772543;25.129892;-18.103926;0;;;;;;;1.417091;0.014848;-23.772543;0.015296
-23.764303;24.889198;-18.062729;0;;;;;;;1.425331;0.014488;-23.764303;0.015331
-23.756063;24.63415;-18.021534;0;;;;;;;1.433571;0.015236;-23.756063;0.015368
-23.747826;24.367922;-17.980337;0;;;;;;;1.441809;0.017565;-23.747826;0.015428
-23.739586;24.093943;-17.939142;0;;;;;;;1.450048;0.019747;-23.739586;0.01549
-23.731348;23.812828;-17.897945;0;;;;;;;1.458286;0.019858;-23.731348;0.015522
-23.723108;23.528221;-17.85675;0;;;;;;;1.466526;0.01997;-23.723108;0.015571
-23.71487;23.231901;-17.815554;0;;;;;;;1.474764;0.020082;-23.71487;0.015625
-23.706631;22.932461;-17.774357;0;;;;;;;1.483004;0.020193;-23.706631;0.015645
-23.698393;22.629501;-17.733162;0;;;;;;;1.491241;0.019858;-23.698393;0.015678
-23.690153;22.326551;-17.691965;0;;;;;;;1.499481;0.020144;-23.690153;0.015739
-23.681913;22.021345;-17.65077;0;;;;;;;1.507721;0.020364;-23.681913;0.015756
-23.673676;21.713951;-17.609573;0;;;;;;;1.515959;0.020052;-23.673676;0.015786
-23.665436;21.405899;-17.568378;0;;;;;;;1.524199;0.020036;-23.665436;0.015826
-23.657198;21.101215;-17.527182;0;;;;;;;1.532436;0.020534;-23.657198;0.015879
-23.648958;20.797976;-17.485985;0;;;;;;;1.540676;0.020591;-23.648958;0.015951
-23.64072;20.497478;-17.44479;0;;;;;;;1.548914;0.018417;-23.64072;0.016025
-23.632481;20.203917;-17.403595;0;;;;;;;1.557154;0.017121;-23.632481;0.016108
-23.624241;19.912004;-17.362398;0;;;;;;;1.565393;0.017126;-23.624241;0.016173
-23.616003;19.622459;-17.321201;0;;;;;;;1.573631;0.016791;-23.616003;0.016242
-23.607763;19.340096;-17.280006;0;;;;;;;1.581871;0.016578;-23.607763;0.016314
-23.599525;19.058193;-17.23881;0;;;;;;;1.590109;0.017122;-23.599525;0.01637
-23.591286;18.781301;-17.197615;0;;;;;;;1.598349;0.018245;-23.591286;0.016443
-23.583048;18.508455;-17.156418;0;;;;;;;1.606586;0.019288;-23.583048;0.016532
-23.574808;18.243608;-17.115223;0;;;;;;;1.614826;0.018262;-23.574808;0.016662
-23.56657;17.980701;-17.074026;0;;;;;;;1.623064;0.016438;-23.56657;0.016795
-23.558331;17.72183;-17.032829;0;;;;;;;1.631304;0.014305;-23.558331;0.016912
